Column1,Class
"  Wrong index is often chosen for query: { ""foo"": ""fooValue"", ""_id"": { ""$gte"": ""idValue"" } }, sort: { ""_id"": 1 }",L2
  wtstats template source files not required in mongo repo,L2
  Fix concurrency and sharding tests in Rocks,L2
  WiredTiger SizeStorer shouldn't create so many cursors,L2
  How to make ReplSetTest() in shell work against WiredTiger?,L2
  Does not set arbiterOnly:true if journal enabled,L2
  BSON BinData validation enforcement,L2
  Geo near must pass invalidation messages to index scan used by DensityEstimator,L2
  Invariant failure during agg_sort FSM test,L2
"  Server crash setting wiredTigerEngineRuntimeConfig:""eviction=(threads_max=8)""",L2
"  On Windows, service recovery actions don't work is mongoS fails to initialize",L2
  Balancer tries to create config.tags index multiple times,L2
  Subcollection update does not work.,L2
  consider blacklist in shouldChangeSyncSource,L2
  concurrent findAndModify ops with upsert: true can cause a fatal logOp() rollback,L2
  rc8 on CentOs 6.6 crashed under heavy r/w workload,L2
  Segfault in BtreeLogic::_insert when inserting into previously-dropped namespace,L2
  backup role insufficient to take snapshots of a sharded cluster,L2
"  rc7 many threads ""stuck"" in pthread_cond_timedwait",L2
"  Deadlock or starvation in WiredTiger from benchmark with 10 insert threads, 1 query thread",L2
  Querying for timestamp against date field generates error,L2
  Different output for Mongo shell and java/python driver,L2
  Add class invariant that collection exists to MultiPlanStage/SubplanStage/CachedPlanStage,L2
  NULL pointer crash when running copydb against stepped-down 2.6 primary,L2
  Invariant failure during insert only workload ,L2
  Error starting mongosd after 2.4.9 to 2.6.7 upgrade,L2
  Uncaught alloc Exception in Snappy on Windows,L2
  ClientCursor::staticYield can't unlock b/c of recursive lock ns ,L2
  rollback4.js,L2
  weird WT startup error,L2
  [Rocks] Fix the calculation of nextPrefix,L2
  WiredTiger's compact code can return 'Operation timed out' error (invariant failure),L2
  HTTP interface's localhost exception check is too permissive,L2
  Poor performance in small collection when querying with a regex with no prefix,L2
  Make sure that ops are sent to the right shard in rename.js,L2
  Cursor cache causes excessive memory utilization in WiredTiger,L2
  invalid projection for findAndModify triggers fassert() failure,L2
  Invariant failure in MMAPv1 when disk full,L2
  YAML pidFilePath not handled correctly on RHEL / CentOS 6,L2
  Top chunk optimization logic can move chunk other than the extreme chunk,L2
"  RHEL7 community repo missing $releasever ""7Server""",L2
  Deadlock in MigrateStatus::startCommit,L2
  db.collection.update() upsert behavior change from 2.6 when query includes predicate on _id,L2
  ReplSet primary's state sometimes get stuck following reconfig,L2
  ReplicaSetMonitor no master found for set,L2
  logOp fassert during stagedebug delete on stepped down primary,L2
  2d indexes with invalid 'min' and 'max' values prevent upgrade to 3.0,L2
  WiredTiger b-tree uses much more memory than wiredTigerCacheSizeGB,L2
  WiredTiger uses substantially more memory than accounted for by cache,L2
  Aggregation framework query by _id returns duplicates in sharded cluster (orphan documents),L2
  the message logged when changing sync target due to stale data should format OpTimes in a consistent way,L2
  Invariant failure when killing user ops during stepdown,L2
  MultiIndexBlock may access deleted collection after recovering from yield,L2
  Update homebrew to support new tools,L2
  Failed to build on Linux i686 with clang,L2
  WiredTiger unable to start if crash leaves 0-length journal file,L2
  Configure checks for __atomic and __sync should verify all required functions,L2
  Update with upsert true with _id 'in' x query does not work in hashed sharded collection,L2
  2d nearSphere queries may scan entire collection,L2
  Remove link to replset data in the http server,L2
  WiredTiger Mutex on Windows can block the server,L2
"  ""mongod"" process missing, killed by OOM killer",L2
"  AggFramework: Assertion: 13548:BufBuilder attempted to grow() to 134217728 bytes, past the 64MB limit.",L2
  WiredTigerRecordStore::validate should call WT_SESSION::verify,L2
  Benign race in LockHead::newRequest(),L2
  $or with geoIntersect fail,L2
  Cannot start WT with dbpath on an NFS mount,L2
  Crash when parsing invalid polygon coordinates,L2
  Messages confusing in replSetInitiate without replication enabled,L2
"  [RocksDB] Fix RocksDB build, broken by 59a9a04",L2
  Issue with mongodb authentication mode.,L2
  Initial sync can fail due to frequently altered TTL index,L2
  Incorrect error on db.shutDownServer() of 1 member replica set,L2
  MongoDB3 enterprise AuditLog,L2
  leak in initRsOplogBackgroundThread,L2
  Unable to authenticate with web console with SCRAM-SHA-1,L2
  Don't close handles until a threshold of in-use handles has been reached,L2
"  mongodb-org rpm packages no longer ""provide"" mongo-10gen-server",L2
  Overflow sort after upgrade from 2.4.3 to 2.6.8,L2
  improve createIndex validation of empty name,L2
  option to allow disabling job object creation in smoke.py for win32,L2
  Can't list collections when mongos is running 3.0 and config servers are running 2.6 and auth is on,L2
  Duplicate key error message does not contain index name anymore,L2
  Out of Memory crash with wiredTiger,L2
   WT secondary fall to â€œrecoveryâ€ when MMAP secondary keep going under insert only workload,L2
  RHEL init.d script does not handle pidFilePath with quotes,L2
"  mongod fatal assertion after ""hazard pointer table full"" message",L2
  Long delays when restoring large capped collection,L2
"  Invariant failure: s->commit_transaction(s, NULL) resulted in status BadValue 22",L2
  Bad MultiPolygon Crashes mongod,L2
  Remove PCRE defines from SConstruct,L2
  Unconditional export of parseNumberFromStringWithBase,L2
  Got signal: 11 (Segmentation fault).,L2
  WiredTiger unable to start if crash leaves 0-length WiredTiger file,L2
  moveChunk always masserts when run in jstests/sharding/remove2.js,L2
"  ""Replica set status"" item in webview shows ""unknown url""",L2
  Segfault in V8 when running Java driver tests,L2
  dropDups ignored on index creation,L2
  Vulnerable OpenSSL version used in Windows build,L2
  coll.createIndex on empty collection lasts 50-100 ms (vs 1 ms with Vers. 2),L2
  Unable to start mongod after unclean shutdown,L2
"  WT invariant crash with ""hazard pointer table full"" error",L2
  Removing or inserting documents with large indexed arrays consumes excessive memory,L2
  Total storage size for Journal substantially different for WT and MMAPv1,L2
  Crash when importing with an invalid geojson object,L2
  Unique Index Creation Fails Despite `dropDups`,L2
  WriteConfictException during background index create,L2
  Text indexes should work with standard indexes (instead of slowing them down),L2
  Compute BinData length in v8,L2
  Secondary oplog replication inserts stall/slow under heavy insert load using WT,L2
  findAndModify regression when upserting with sort and new is false,L2
  ERROR: socket XXX is higher than 1023; not supported on 2.6.*,L2
  Slow performance against Secondary when Primary is down (with auth) ,L2
  Mongos Fail over did not work as expected,L2
  Remove auth prompt in webserver when auth is not enabled,L2
  serverStatus command with {oplog: 1} option can trigger segmentation fault in mongod,L2
  Segfault in 3.0.1 Insert Only Workload,L2
  Sometimes QueryPlan use wrong index,L2
  MongoD able to start w/ any valid form certificate w/o validate it against the CA,L2
  Replica Set member backtraces sometimes when removed from replica set,L2
  IndexScan doesn't dedup if index becomes multikey during query execution,L2
  Secondary freeze while sync,L2
  Fatal assertion after pthread_create fails with Resource temporarily unavailable,L2
  Build info is missing compiled-in modules,L2
  Initialize MongoD sharding state only once,L2
"  ""locks"" section empty in diagnostic log and profiler output for some operations",L2
  Fix credentials field inconsistency in HTTP interface,L2
"  Rewrite inProg, unlockFsync & killOp as proper commands",L2
"  Inconsistent reporting of ""storageSize"" between mmapv1 and wired tiger",L2
   security.authorization: disabled does not work in 3.01,L2
  Mongo Shell crashes if -p is missing and user matches,L2
  Coverity analysis defect 66961: Resource leak,L2
  Coverity analysis defect 66956: PW.PARAMETER_HIDDEN,L2
  typeid(glvalue) warns on clang 3.6,L2
  Parsing of Variables on Windows doesn't respect windows conventions,L2
"  db.serverStatus({workingSet: 1}) result does not have ""workingSet"" field",L2
  Ubuntu package containts invalid bind_ip address,L2
"  index build failed, ! _progressMeter.isActive()",L2
  FreeBSD 11.0-CURRENT build issue,L2
  collMod usePowerOf2Sizes fails on mongos,L2
  Application verifier  - Winsock API was called before a successful WSAStartup() ,L2
  Installation problem on Debian 7.8 i386,L2
  RestAdminAccess/NoAdminAccess objects leak at shutdown,L2
  StepDownAndBackUpSingleNode in repl_coordinator_impl_test is racy,L2
  fassert on src/mongo/bson/bsonelement.cpp:409,L2
  Don't run top_chunk_autosplit for rocksdb,L2
  Reconfiguring a replica set to remove a node causes a segmentation fault on 2.6.8,L2
  MongDB 3.0.1 fails to install on Linux Mint 17.1 using web installation instructions,L2
  workingSet appear to not be woking in version 3.0,L2
  Crash during index build on Secondary,L2
  Handle leak under low bit corruption,L2
  Possible performance regression using SSL,L2
  logOp / OperationObserver should always check shardversion,L2
  drain ops before restarting initial sync,L2
  Ensure availability in initial_sync_unsupported_auth_schema.js test,L2
  LockPinger has audit-related GLE failure ,L2
  error: use of undeclared identifier 'strnlen',L2
  eviction-server: the process must exit and restart: WT_PANIC: WiredTiger library panic,L2
  Plan ranking tie breaker is computed incorrectly,L2
  Introduce a Decorable mix-in to allow modules to attach data to common session objects,L2
"  Consolidate Client, ClientBasic and ClientInfo into one type",L2
